,Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
241,UQAM,3,Private,Institutional,I,I2003,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,34,Y,Y,USDA/TC/Mortens/LM,
374,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,34,N,N,USDA/Mortens,
1107,UQAM,3,Public,Streets,S,S2067,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,33.9,Y,Y,TC/LM,
1312,UQAM,3,Private,Private Yards,Y,Y2026,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,33.9,N,Y,USDA/TC/LM/Mortens,
1393,UQAM,3,Private,Private Yards,Y,Y2046,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,33.9,N,Y,USDA/TC/LM/Mortens,
419,UQAM,3,Private,Institutional,I,I2009,AC,ACPL,ACPL,Acer platanoides,Norway Maple,33.7,N,N,USDA/TC,
1061,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,33.7,N,N,USDA/TC,
360,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,33.5,N,N,USDA/Mortens,
1066,UQAM,3,Public,Streets,S,S2058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,33.5,N,N,USDA/TC,
1106,UQAM,3,Public,Streets,S,S2067,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,33.5,Y,Y,TC/LM,
169,UQAM,3,Private,Institutional,I,I2001,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,33.3,N,Y,USDA/TC/LM/Mortens,
1236,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACPL,ACPL,Acer platanoides,Norway Maple,33.3,N,N,USDA/TC,
1394,UQAM,3,Private,Private Yards,Y,Y2046,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,33.2,Y,Y,TC/LM,
1088,UQAM,3,Public,Streets,S,S2062,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,33.1,Y,Y,TC/LM,
870,UQAM,3,Public,Streets,S,S2024,PL,PLOC,PLOC,Platanus occidentalis,American Sycamore,33,N,Y,USDA/,
1121,UQAM,3,Public,Streets,S,S2068,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,32.9,N,Y,USDA/TC/LM/Mortens,
1478,UQAM,3,Private,Private Yards,Y,Y2090,AC,ACRU,ACRU,Acer rubrum,Red Maple,32.9,Y,Y,USDA/LM/TC,
1077,UQAM,3,Public,Streets,S,S2059,AC,ACPL,ACPL,Acer platanoides,Norway Maple,32.8,N,N,USDA/TC,
275,UQAM,3,Private,Institutional,I,I2006,AC,ACPL,ACPL,Acer platanoides,Norway Maple,32.4,N,N,USDA/TC,
893,UQAM,3,Public,Streets,S,S2030,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,32.4,Y,Y,USDA/TC/Mortens/LM,
1431,UQAM,3,Private,Private Yards,Y,Y2075,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,32.4,N,Y,USDA/TC/LM/Mortens,
80,UQAM,3,Private,Private Yards,Y,Y2103,MA,MA,MA,Magnolia x ,,32.3,N,N,NA,
89,UQAM,3,Pulbic,Alleyway,A,A2001,PN,PNRE,PNRE,Pinus resinosa,Red Pine,32.3,Y,Y,USDA/TC/LM,
936,UQAM,3,Public,Streets,S,S2035,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,32.3,Y,Y,TC/LM,
1313,UQAM,3,Private,Private Yards,Y,Y2026,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,32.3,Y,Y,TC/LM,
1328,UQAM,3,Private,Private Yards,Y,Y2031,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,32.3,Y,Y,USDA/TC/Mortens/LM,
1048,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,32.2,N,N,USDA/TC,
1406,UQAM,3,Private,Private Yards,Y,Y2057,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,31.9,N,Y,USDA/TC/LM/Mortens,
233,UQAM,3,Private,Institutional,I,I2002,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,31.8,N,N,USDA,
1304,UQAM,3,Private,Private Yards,Y,Y2026,MA,MA,MA,Magnolia x ,,31.8,N,N,NA,
1063,UQAM,3,Public,Streets,S,S2058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,31.7,N,N,USDA/TC,
1038,UQAM,3,Public,Streets,S,S2055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,31.6,N,N,USDA/TC,
1204,UQAM,3,Private,Private Yards,Y,Y2002,MA,MA,MA,Magnolia x ,,31.5,N,N,NA,
956,UQAM,3,Public,Streets,S,S2040,UL,ULAM,ULAM,Ulmus americana,White Elm,31.4,Y,Y,USDA/TC/LM,
1251,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACPL,ACPL,Acer platanoides,Norway Maple,31.4,N,N,USDA/TC,
392,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,31.3,N,N,USDA/Mortens,
1338,UQAM,3,Private,Private Yards,Y,Y2032,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,31.3,N,Y,USDA/TC/LM/Mortens,
943,UQAM,3,Public,Streets,S,S2037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,31.1,N,N,USDA/TC,
1150,UQAM,3,Public,Streets,S,S2081,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,31.1,Y,Y,TC/LM,
795,UQAM,3,Public,Streets,S,S2015,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,31,Y,Y,TC/LM,
14,UQAM,3,Private,Private Yards,Y,Y2103,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,30.8,N,N,Mortens,
1135,UQAM,3,Public,Streets,S,S2080,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,30.6,Y,Y,TC/LM,
1153,UQAM,3,Public,Streets,S,S2081,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,30.6,Y,Y,TC/LM,
267,UQAM,3,Private,Institutional,I,I2006,MA,MA,MA,Magnolia x ,,30.5,N,N,NA,
968,UQAM,3,Public,Streets,S,S2044,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,30.5,Y,Y,TC/LM,
578,UQAM,3,Public,Parks,P,P2002,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,30.3,N,Y,USDA/TC/LM,
813,UQAM,3,Public,Streets,S,S2018,TI,TIAM,TIAM,Tilia americana,American Basswood,30.3,Y,Y,Mortens/LM,
1064,UQAM,3,Public,Streets,S,S2058,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,30.3,Y,Y,USDA/LM/NRC,
166,UQAM,3,Private,Institutional,I,I2001,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,30.2,N,Y,USDA/TC/LM/Mortens,
175,UQAM,3,Private,Institutional,I,I2001,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,30.2,Y,Y,USDA/TC/Mortens/LM,
931,UQAM,3,Public,Streets,S,S2034,AC,ACPL,ACPL,Acer platanoides,Norway Maple,30.2,N,N,USDA/TC,
938,UQAM,3,Public,Streets,S,S2035,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,30.1,Y,Y,TC/LM,
1249,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,30.1,N,Y,USDA/TC/LM/Mortens,
865,UQAM,3,Public,Streets,S,S2024,PL,PLOC,PLOC,Platanus occidentalis,American Sycamore,30,N,Y,USDA/,
539,UQAM,3,Private,Institutional,I,I2010,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,29.9,Y,Y,TC/LM,
1155,UQAM,3,Private,Private Yards,Y,Y2001,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,29.9,N,Y,USDA/TC/LM,
22,UQAM,3,Private,Private Yards,Y,Y2103,PN,PNRE,PNRE,Pinus resinosa,Red Pine,29.8,Y,Y,USDA/TC/LM,
937,UQAM,3,Public,Streets,S,S2035,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,29.8,Y,Y,TC/LM,
450,UQAM,3,Private,Institutional,I,I2009,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,29.7,Y,Y,TC/LM,
1134,UQAM,3,Public,Streets,S,S2080,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,29.7,Y,Y,TC/LM,
240,UQAM,3,Private,Institutional,I,I2003,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,29.6,Y,Y,USDA/TC/Mortens/LM,
966,UQAM,3,Public,Streets,S,S2044,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,29.6,Y,Y,TC/LM,
815,UQAM,3,Public,Streets,S,S2018,UL,ULAM,ULAM,Ulmus americana,White Elm,29.5,Y,Y,USDA/TC/LM,
1101,UQAM,3,Public,Streets,S,S2067,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,29.5,Y,Y,TC/LM,
1008,UQAM,3,Public,Streets,S,S2051,SY,SYRE,SYRE,Syringa reticulata,Japanese Tree Lilac,29.4,N,N,USDA/Mortens,
1147,UQAM,3,Public,Streets,S,S2081,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',Austrian Pine,29.3,N,N,USDA/TC/Mortens,
882,UQAM,3,Public,Streets,S,S2028,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,29.2,Y,Y,USDA/TC/Mortens/LM,
892,UQAM,3,Public,Streets,S,S2030,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,29.1,Y,Y,USDA/TC/Mortens/LM,
1156,UQAM,3,Private,Private Yards,Y,Y2001,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,29.1,N,Y,USDA/TC/LM/Mortens,
1205,UQAM,3,Private,Private Yards,Y,Y2002,MA,MA,MA,Magnolia x ,,29.1,N,N,NA,
1344,UQAM,3,Private,Private Yards,Y,Y2033,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29.1,N,N,USDA/TC,
1459,UQAM,3,Private,Private Yards,Y,Y2081,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29.1,N,N,USDA/TC,
461,UQAM,3,Private,Institutional,I,I2009,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,29,Y,Y,TC/LM,
867,UQAM,3,Public,Streets,S,S2024,PL,PLOC,PLOC,Platanus occidentalis,American Sycamore,29,N,Y,USDA/,
1145,UQAM,3,Public,Streets,S,S2081,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',Austrian Pine,29,N,N,USDA/TC/Mortens,
390,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,28.8,N,N,USDA/Mortens,
1396,UQAM,3,Private,Private Yards,Y,Y2047,BE,BEPA,BEPA,Betula papyrifera,Paper Birch,28.8,Y,Y,USDA/TC/LM,
959,UQAM,3,Public,Streets,S,S2041,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,28.7,N,N,Mortens,
1030,UQAM,3,Public,Streets,S,S2053,MA,MA,MA,Magnolia x ,,28.6,N,N,NA,
1132,UQAM,3,Public,Streets,S,S2080,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,28.6,Y,Y,TC/LM,
951,UQAM,3,Public,Streets,S,S2038,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,28.5,Y,Y,TC/LM,
1026,UQAM,3,Public,Streets,S,S2053,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.4,N,N,USDA/TC,
91,UQAM,3,Pulbic,Alleyway,A,A2001,PN,PNRE,PNRE,Pinus resinosa,Red Pine,28.3,Y,Y,USDA/TC/LM,
1059,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.2,N,N,USDA/TC,
78,UQAM,3,Private,Private Yards,Y,Y2103,MA,MA,MA,Magnolia x ,,28.1,N,N,NA,
1056,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.1,N,N,USDA/TC,
1068,UQAM,3,Public,Streets,S,S2058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.1,N,N,USDA/TC,
1184,UQAM,3,Private,Private Yards,Y,Y2002,MA,MA,MA,Magnolia x ,,28.1,N,N,NA,
1395,UQAM,3,Private,Private Yards,Y,Y2047,BE,BEPA,BEPA,Betula papyrifera,Paper Birch,28,Y,Y,USDA/TC/LM,
1151,UQAM,3,Public,Streets,S,S2081,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,27.9,Y,Y,TC/LM,
15,UQAM,3,Private,Private Yards,Y,Y2103,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,27.8,N,N,USDA/TC/LM,
942,UQAM,3,Public,Streets,S,S2036,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,27.8,N,N,Mortens,
1004,UQAM,3,Public,Streets,S,S2049,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27.8,Y,Y,USDA/TC/Mortens/LM,
1040,UQAM,3,Public,Streets,S,S2055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,27.8,N,N,USDA/TC,
13,UQAM,3,Private,Private Yards,Y,Y2103,MA,MA,MA,Magnolia x ,,27.7,N,N,NA,
537,UQAM,3,Private,Institutional,I,I2010,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,27.7,Y,Y,TC/LM,
576,UQAM,3,Public,Parks,P,P2002,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,27.7,N,Y,USDA/TC/LM,
231,UQAM,3,Private,Institutional,I,I2002,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,27.6,N,N,USDA,
1081,UQAM,3,Public,Streets,S,S2061,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27.6,Y,Y,USDA/TC/Mortens/LM,
259,UQAM,3,Private,Institutional,I,I2006,MA,MA,MA,Magnolia x ,,27.5,N,N,NA,
531,UQAM,3,Private,Institutional,I,I2010,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,27.5,Y,Y,TC/LM,
1173,UQAM,3,Private,Private Yards,Y,Y2001,UL,ULAM,ULAM,Ulmus americana,White Elm,27.5,Y,Y,USDA/TC/LM,
1309,UQAM,3,Private,Private Yards,Y,Y2026,MA,MA,MA,Magnolia x ,,27.5,N,N,NA,
21,UQAM,3,Private,Private Yards,Y,Y2103,PN,PNRE,PNRE,Pinus resinosa,Red Pine,27.4,Y,Y,USDA/TC/LM,
1089,UQAM,3,Public,Streets,S,S2063,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,27.4,Y,Y,TC/LM,
146,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,27.3,N,Y,USDA/LM,
178,UQAM,3,Private,Institutional,I,I2001,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,27.3,Y,Y,TC/LM,
533,UQAM,3,Private,Institutional,I,I2010,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,27.3,Y,Y,TC/LM,
1067,UQAM,3,Public,Streets,S,S2058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,27.2,N,N,USDA/TC,
1310,UQAM,3,Private,Private Yards,Y,Y2026,MA,MA,MA,Magnolia x ,,27.2,N,N,NA,
226,UQAM,3,Private,Institutional,I,I2001,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,27.1,N,N,USDA/TC/LM,
883,UQAM,3,Public,Streets,S,S2028,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27.1,Y,Y,USDA/TC/Mortens/LM,
920,UQAM,3,Public,Streets,S,S2032,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,27.1,N,N,USDA/TC/LM,
1133,UQAM,3,Public,Streets,S,S2080,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,27.1,Y,Y,TC/LM,
1308,UQAM,3,Private,Private Yards,Y,Y2026,MA,MA,MA,Magnolia x ,,27.1,N,N,NA,
609,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,27,N,N,USDA/Mortens,
687,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,27,N,N,USDA/Mortens,
965,UQAM,3,Public,Streets,S,S2044,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27,Y,Y,USDA/TC/Mortens/LM,
1317,UQAM,3,Private,Private Yards,Y,Y2026,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,26.9,Y,Y,TC/LM,
1428,UQAM,3,Private,Private Yards,Y,Y2074,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.9,N,Y,USDA/TC/LM/Mortens,
604,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,26.8,N,N,USDA/Mortens,
940,UQAM,3,Public,Streets,S,S2035,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,26.8,Y,Y,TC/LM,
1149,UQAM,3,Public,Streets,S,S2081,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',Austrian Pine,26.7,N,N,USDA/TC/Mortens,
941,UQAM,3,Public,Streets,S,S2036,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,26.6,N,N,Mortens,
987,UQAM,3,Public,Streets,S,S2047,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26.6,N,N,USDA/TC,
1421,UQAM,3,Private,Private Yards,Y,Y2069,QU,QURU,QURU,Quercus rubra,Red Oak,26.6,Y,Y,TC/LM,
688,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,26.5,N,N,USDA/Mortens,
1229,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26.5,N,N,USDA/TC,
1039,UQAM,3,Public,Streets,S,S2055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26.4,N,N,USDA/TC,
412,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,26.3,N,N,USDA/Mortens,
606,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,26.2,N,N,USDA/Mortens,
1467,UQAM,3,Private,Private Yards,Y,Y2084,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,26.2,Y,Y,TC/LM,
607,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,26,N,N,USDA/Mortens,
210,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,25.5,N,Y,USDA/LM,
690,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25.5,N,N,USDA/Mortens,
895,UQAM,3,Public,Streets,S,S2030,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.5,Y,Y,USDA/TC/Mortens/LM,
266,UQAM,3,Private,Institutional,I,I2006,MA,MA,MA,Magnolia x ,,25.4,N,N,NA,
368,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25.3,N,N,USDA/Mortens,
1045,UQAM,3,Public,Streets,S,S2056,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,25.3,N,N,USDA/TC/LM,
695,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25.2,N,N,USDA/Mortens,
1274,UQAM,3,Private,Private Yards,Y,Y2015,QU,QURO,QURO,Quercus robur,English Oak,25.2,N,N,USDA/TC/Mortens,
1314,UQAM,3,Private,Private Yards,Y,Y2026,MA,MA,MA,Magnolia x ,,25.2,N,N,NA,
180,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,25.1,N,Y,USDA/LM,
612,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25.1,N,N,USDA/Mortens,
200,UQAM,3,Private,Institutional,I,I2001,FR,FRAM,FRAM,Fraxinus americana,White Ash,25,Y,Y,USDA/TC/LM,
699,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25,N,N,USDA/Mortens,
1333,UQAM,3,Private,Private Yards,Y,Y2031,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,24.9,Y,Y,USDA/TC/Mortens/LM,
182,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,24.8,N,Y,USDA/LM,
1006,UQAM,3,Public,Streets,S,S2050,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,24.7,N,Y,USDA/TC/LM,
1290,UQAM,3,Private,Private Yards,Y,Y2018,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,24.7,N,Y,USDA/TC/LM/Mortens,
932,UQAM,3,Public,Streets,S,S2034,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,24.6,Y,Y,USDA/TC/Mortens/LM,
547,UQAM,3,Public,Parks,P,P2001,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,24.5,N,Y,USDA/TC/LM,
1243,UQAM,3,Private,Private Yards,Y,Y2005,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,24.5,N,N,USDA/TC/LM,
573,UQAM,3,Public,Parks,P,P2002,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,24.4,N,N,USDA/Mortens,
935,UQAM,3,Public,Streets,S,S2035,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,24.4,Y,Y,TC/LM,
1032,UQAM,3,Public,Streets,S,S2053,MA,MA,MA,Magnolia x ,,24.3,N,N,NA,
170,UQAM,3,Private,Institutional,I,I2001,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.2,N,N,USDA/TC,
689,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,24,N,N,USDA/Mortens,
408,UQAM,3,Private,Institutional,I,I2009,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,23.9,N,N,Mortens/TC/USDA,
574,UQAM,3,Public,Parks,P,P2002,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23.8,N,N,USDA/Mortens,
1306,UQAM,3,Private,Private Yards,Y,Y2026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,23.8,N,N,USDA/TC,
611,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23.7,N,N,USDA/Mortens,
610,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23.6,N,N,USDA/Mortens,
691,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23.6,N,N,USDA/Mortens,
894,UQAM,3,Public,Streets,S,S2030,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,23.6,Y,Y,USDA/TC/Mortens/LM,
553,UQAM,3,Public,Parks,P,P2001,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,23.5,N,Y,USDA/TC/LM,
276,UQAM,3,Private,Institutional,I,I2006,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,23.4,N,Y,USDA/TC/LM/Mortens,
389,UQAM,3,Private,Institutional,I,I2009,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,23.4,N,Y,USDA/LM,
605,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23.4,N,N,USDA/Mortens,
700,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23.4,N,N,USDA/Mortens,
1058,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,23.4,N,N,USDA/TC,
1071,UQAM,3,Public,Streets,S,S2058,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,23.4,N,Y,USDA/TC/LM/Mortens,
23,UQAM,3,Private,Private Yards,Y,Y2103,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,23.3,N,Y,USDA/LM,
534,UQAM,3,Private,Institutional,I,I2010,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,23.2,Y,Y,TC/LM,
545,UQAM,3,Public,Parks,P,P2001,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,23.2,N,Y,USDA/TC/LM,
693,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23.2,N,N,USDA/Mortens,
697,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23.1,N,N,USDA/Mortens,
701,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,23,N,N,USDA/Mortens,
18,UQAM,3,Private,Private Yards,Y,Y2103,AC,ACPL,ACPL,Acer platanoides,Norway Maple,22.9,N,N,USDA/TC,
608,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,22.9,N,N,USDA/Mortens,
1085,UQAM,3,Public,Streets,S,S2062,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,22.9,Y,Y,USDA/TC/Mortens/LM,
1233,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,22.9,N,Y,USDA/TC/LM/Mortens,
989,UQAM,3,Public,Streets,S,S2047,AC,ACPL,ACPL,Acer platanoides,Norway Maple,22.8,N,N,USDA/TC,
1203,UQAM,3,Private,Private Yards,Y,Y2002,MA,MA,MA,Magnolia x ,,22.8,N,N,NA,
712,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,22.7,N,N,USDA/Mortens,
832,UQAM,3,Public,Streets,S,S2020,AC,ACPL,ACPL,Acer platanoides,Norway Maple,22.7,N,N,USDA/TC,
371,UQAM,3,Private,Institutional,I,I2009,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,22.6,N,N,Mortens/TC/USDA,
376,UQAM,3,Private,Institutional,I,I2009,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,22.6,N,N,Mortens/TC/USDA,
566,UQAM,3,Public,Parks,P,P2001,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,22.6,N,Y,USDA/TC/LM,
1036,UQAM,3,Public,Streets,S,S2055,MA,MA,MA,Magnolia x ,,22.6,N,N,NA,
1340,UQAM,3,Private,Private Yards,Y,Y2032,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,22.6,N,Y,USDA/TC/LM/Mortens,
162,UQAM,3,Private,Institutional,I,I2001,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,22.5,N,Y,USDA/TC/LM/Mortens,
