,Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
9456,UQAM,3,Public,Streets,S,S2048,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,6,N,N,Mortens,
9644,UQAM,3,Private,Private Yards,Y,Y2002,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6,Y,Y,USDA/TC/LM,
9647,UQAM,3,Private,Private Yards,Y,Y2002,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6,Y,Y,USDA/TC/LM,
1717,Dawson,1,Public,Alley,A,A7,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,6.1,N,Y,TC/lLM/Mortens,
1806,Dawson,1,Private,Private,Y,Y143,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,6.1,N,N,USDA/TC/Mortens,
1992,Dawson,1,Private,Private,Y,Y132,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
2206,Dawson,1,Private,Private,Y,Y73,UL,ULAM,ULAM,Ulmus americana,White Elm,6.1,Y,Y,USDA/TC/LM,
2222,Dawson,1,Private,Private,Y,Y152,UL,ULAM,ULAM,Ulmus americana,White Elm,6.1,Y,Y,USDA/TC/LM,
2323,Dawson,1,Private,Private,Y,Y151,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,6.1,N,N,USDA/TC/LM,
5676,Loyola,2,Public,Row,S,S1066,AC,ACSC,ACSC,Acer saccharum 'Temple Upright',Sugar Maple,6.1,Y,Y,TC/LM,
5709,Loyola,2,Private,Inst,I,I1012,AM,AMAR,AMAR,Amelanchier Arborea,Downy Serviceberry,6.1,Y,Y,,
5793,Loyola,2,Private,Private,Y,Y1083,CA,CAAB,CAAB,"Caragana Arborescens ""pendula""",Siberian Pea Tree,6.1,N,N,USDA/TC,
5961,Loyola,2,Private,Inst,I,I1006,CT,CTSP,CTSP,Catalpa Speciosa,Western Catalpa,6.1,N,Y,USDA/TC/LM,
6315,Loyola,2,Public,Row,S,S1033,GL,GLTR,GLTR,Gleditsia triacanthos 'Street Keeper',Common Honey-Locust,6.1,N,Y,USDA/TC/LM,
6492,Loyola,2,Public,Park,P,P1001,LI,LITU,LITU,Liriodendron Tulipifera,Tulip Tree,6.1,N,Y,USDA/TC/LM,
6670,Loyola,2,Public,Row,S,S1064,PH,PHAM,PHAM,Phellodendron amurensis,Amur Cork tree,6.1,N,N,TC/Mortens,
6935,Loyola,2,Public,Park,P,P1006,PN,PNRE,PNRE,Pinus Resinosa,Red Pine,6.1,Y,Y,USDA/TC/LM,
7029,Loyola,2,Public,Park,P,P1005,PR,PRVI,PRVISC,Prunus Virginiana 'Schubert',Chokecherry,6.1,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
7096,Loyola,2,Public,Park,P,P1004,QU,QUPA,QUPA,Quercus Palustris,Pin Oak,6.1,N,Y,TC/LM,
7111,Loyola,2,Public,Row,S,S1109,QU,QURO,QUROFA,Quercus robur 'Fastigiata',English Oak,6.1,N,N,USDA/TC/Mortens,
7589,Loyola,2,Private,Inst,I,I1009,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
7646,Loyola,2,Private,Inst,I,I1002,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
7715,Loyola,2,Private,Private,Y,Y1015,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
7749,Loyola,2,Private,Private,Y,Y1033,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
8365,Loyola,2,Private,Inst,I,I1012,UL,ULPU,ULPU,Ulmus Pumila,Siberian Elm,6.1,N,N,USDA/TC/LM,
8422,Loyola,2,Private,Private,Y,Y1065,VI,VILA,VILACO,Vitis Labrusca 'Concord',Fox grape,6.1,N,Y,USDA/https://gobotany.nativeplanttrust.org/species/vitis/labrusca/ / http://www.efloras.org/object_page.aspx?object_id=129761&flora_id=1 / https://www.wildflower.org/plants/result.php?id_plant=VILA8,Refer to website in Origin Source column: Unclear information on distribution regarding Saint-Laurence Lowlands however deemed native to the eastern temperate forest (KP)
8517,UQAM,3,Private,Private Yards,Y,Y2103,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
8600,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,6.1,N,Y,USDA/LM,
8708,UQAM,3,Private,Institutional,I,I2005,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
8949,UQAM,3,Private,Institutional,I,I2009,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,6.1,N,N,Mortens/TC/USDA,
8976,UQAM,3,Private,Institutional,I,I2009,AM,AMLA,AMLA,Amelanchier laevis,Amelanchier laevis,6.1,Y,Y,USDA/TC/Morton/APF(202),
9291,UQAM,3,Public,Streets,S,S2021,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,6.1,N,Y,USDA/LM,
9293,UQAM,3,Public,Streets,S,S2021,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,6.1,N,Y,USDA/LM,
9731,UQAM,3,Private,Private Yards,Y,Y2015,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
147,Dawson,1,Private,Private,Y,Y119,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,6.2,N,Y,USDA/TC/LM/Mortens,
1579,Dawson,1,Private,Private,Y,Y114,PR,PRAV,PRAV,Prunus avium ,Sweet cherry,6.2,N,N,USDA/TC,
2053,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
4249,Loyola,2,Private,Inst,I,I1015,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,6.2,N,N,USDA/TC/Mortens,
5118,Loyola,2,Private,Inst,I,I1015,AC,ACRU,ACRU,Acer Rubrum,Red Maple,6.2,Y,Y,USDA/LM/TC,
5497,Loyola,2,Public,Row,S,S1051,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,6.2,Y,Y,USDA/LM,
5796,Loyola,2,Public,Row,S,S1019,CR,CRCA,CRCA,Carpinus caroliniana,Blue-beech,6.2,Y,Y,TC/LM,
6426,Loyola,2,Public,Park,P,P1001,JU,JUCI,JUCI,Juglans Cinerea,Butternut,6.2,Y,Y,USDA/TC/LM,
6467,Loyola,2,Private,Inst,I,I1011,JN,JNVI,JNVI,Juniperus Virginiana,Eastern red cedar,6.2,Y,Y,USDA,
6513,Loyola,2,Private,Inst,I,I1005,LO,LOXY,LOXY,Lonicera Xylosteum,European Fly Honeysuckle,6.2,N,N,USDA/Mortens,
6526,Loyola,2,Public,Park,P,P1001,MA,MABA,MABA,Malus Baccata,Crab Apple,6.2,N,N,USDA/TC,
6943,Loyola,2,Private,Inst,I,I1002,PN,PNST,PNST,Pinus Strobus,Eastern White Pine,6.2,Y,Y,USDA/TC/LM,
7030,Loyola,2,Public,Park,P,P1005,PR,PRVI,PRVISC,Prunus Virginiana 'Canada Red',Chokecherry,6.2,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
7207,Loyola,2,Private,Inst,I,I1008,RU,RUTY,RUTY,Rhus Typhina,Staghorn Sumac,6.2,Y,Y,USDA/TC/LM,
7495,Loyola,2,Public,Park,P,P1003,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
7496,Loyola,2,Public,Park,P,P1003,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
7619,Loyola,2,Private,Inst,I,I1010,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
7687,Loyola,2,Private,Private,Y,Y1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
7775,Loyola,2,Private,Private,Y,Y1046,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
7800,Loyola,2,Private,Private,Y,Y1047,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
8297,Loyola,2,Private,Inst,I,I1001,UL,ULAM,ULAM,Ulmus Americana,White Elm,6.2,Y,Y,USDA/TC/LM,
8507,UQAM,3,Private,Private Yards,Y,Y2103,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
8522,UQAM,3,Private,Private Yards,Y,Y2103,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
8527,UQAM,3,Private,Private Yards,Y,Y2103,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
9236,UQAM,3,Public,Streets,S,S2013,UL,ULCA,ULXXCA,Ulmus X 'Cathedral',,6.2,N,N,NA,
9249,UQAM,3,Public,Streets,S,S2014,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,6.2,N,N,Mortens,
9403,UQAM,3,Public,Streets,S,S2038,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,6.2,N,N,Mortens,
9445,UQAM,3,Public,Streets,S,S2047,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,6.2,N,N,Mortens,
9457,UQAM,3,Public,Streets,S,S2048,UL,ULCA,ULXXCA,Ulmus X 'Cathedral',,6.2,N,N,NA,
9719,UQAM,3,Private,Private Yards,Y,Y2007,SY,SYVU,SYVU,Syringa Vulgaris ,Common Lilac,6.2,N,N,USDA/TC/Mortens,
9720,UQAM,3,Private,Private Yards,Y,Y2007,SY,SYJO,SYJO,Syringa�josikaea,Hungarian Lilac,6.2,N,N,Missouri Botanical Garden,
9920,UQAM,3,Private,Private Yards,Y,Y2083,SY,SYVU,SYVU,Syringa Vulgaris ,Common Lilac,6.2,N,N,USDA/TC/Mortens,
54,Dawson,1,Private,Private,Y,Y118,AC,ACGI,ACGI,Acer ginnala,Armur Maple,6.3,N,N,USDA/TC/Mortens,
647,Dawson,1,Private,Institutional,I,I5,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,6.3,Y,Y,USDA/TC/LM,Synonym: Amelanchier arborea
699,Dawson,1,Private,Private,Y,Y56,CA,CAAB,CAAB,Caragana arborescens,,6.3,N,N,https://treecanada.ca/resources/tree-killers/siberian-peashrub/,
793,Dawson,1,Private,Private,Y,Y132,LO,LOPE,LOPE,Lonicera periclymenum,,6.3,N,N,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=372017&isprofile=0&=,
1580,Dawson,1,Private,Private,Y,Y114,PR,PRAV,PRAV,Prunus avium ,Sweet cherry,6.3,N,N,USDA/TC,
1707,Dawson,1,Private,Private,Y,Y156,RH,RHCA,RHCA,Rhamnus cathartica,European Buckthorn,6.3,N,N,USDA/TC/Mortens,
2048,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
4352,Loyola,2,Private,Private,Y,Y1062,AC,ACPA,ACPA,Acer Palmatum,Japanese Maple,6.3,N,N,USDA/TC/Mortens,
5797,Loyola,2,Public,Row,S,S1020,CR,CRCA,CRCA,Carpinus caroliniana,Blue-beech,6.3,Y,Y,TC/LM,
6584,Loyola,2,Private,Inst,I,I1002,MA,MABA,MABA,Malus x 'Makamik',Crab Apple,6.3,N,N,USDA/TC,
7109,Loyola,2,Public,Row,S,S1011,QU,QURO,QUROFA,Quercus robur 'Fastigiata',English Oak,6.3,N,N,USDA/TC/Mortens,
7187,Loyola,2,Public,Park,P,P1002,RH,RHCA,RHCA,Rhamnus Cathartica,European Buckthorn,6.3,N,N,USDA/TC/Mortens,
7497,Loyola,2,Public,Park,P,P1003,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
7498,Loyola,2,Public,Park,P,P1003,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
7577,Loyola,2,Private,Inst,I,I1009,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
7611,Loyola,2,Private,Inst,I,I1008,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
7632,Loyola,2,Private,Inst,I,I1010,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
7653,Loyola,2,Private,Inst,I,I1006,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
7708,Loyola,2,Private,Private,Y,Y1012,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
7797,Loyola,2,Private,Private,Y,Y1047,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
8312,Loyola,2,Private,Inst,I,I1005,UL,ULAM,ULAM,Ulmus Americana,White Elm,6.3,Y,Y,USDA/TC/LM,
9235,UQAM,3,Public,Streets,S,S2013,UL,ULCA,ULXXCA,Ulmus X 'Cathedral',,6.3,N,N,NA,
9263,UQAM,3,Public,Streets,S,S2017,AC,ACPL,ACPL,Acer platanoides,Norway Maple,6.3,N,N,USDA/TC,
9887,UQAM,3,Private,Private Yards,Y,Y2075,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
9888,UQAM,3,Private,Private Yards,Y,Y2075,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
5792,Loyola,2,Private,Private,Y,Y1024,CA,CAAB,CAAB,"Caragana Arborescens ""pendula""",Siberian Pea Tree,6.35,N,N,USDA/TC,
74,Dawson,1,Public,Alley,A,A9,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,6.4,N,Y,USDA/TC/LM/Mortens,
1909,Dawson,1,Private,Institutional,I,I3,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.4,Y,Y,USDA/TC/LM,
2277,Dawson,1,Private,Institutional,I,I6,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,6.4,N,N,USDA/TC/LM,
4251,Loyola,2,Private,Inst,I,I1015,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,6.4,N,N,USDA/TC/Mortens,
4253,Loyola,2,Public,Row,S,S1054,AC,ACGI,ACGI,Acer ginnala 'Flame',Armur Maple,6.4,N,N,USDA/TC/Mortens,
4345,Loyola,2,Private,Private,Y,Y1004,AC,ACPA,ACPA,Acer Palmatum,Japanese Maple,6.4,N,N,USDA/TC/Mortens,
5561,Loyola,2,Public,Row,S,S1079,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,6.4,Y,Y,USDA/LM,
6066,Loyola,2,Private,Inst,I,I1003,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,6.4,Y,Y,USDA/TC/Mortens/LM,
6392,Loyola,2,Public,Row,S,S1102,GL,GLTR,GLTR,Gleditsia triacanthos 'Skyline',Common Honey-Locust,6.4,N,Y,USDA/TC/LM,
6643,Loyola,2,Public,Row,S,S1065,MC,MCAM,MCAM,Maackia amurensis,Amur Maackia,6.4,N,N,Mortens,
7046,Loyola,2,Public,Park,P,P1004,PY,PYCO,PYCO,Pyrus Domestica,Common Pear,6.4,N,N,USDA,Synonym: Pyrus communis
7199,Loyola,2,Public,Park,P,P1001,RU,RUTY,RUTY,Rhus Typhina,Staghorn Sumac,6.4,Y,Y,USDA/TC/LM,
7313,Loyola,2,Private,Inst,I,I1003,SY,SYVU,SYVU,Syringa Vulgaris,Common Lilac,6.4,N,N,USDA/TC/Mortens,
7383,Loyola,2,Private,Private,Y,Y1029,TA,TACA,TACA,Taxus Canadensis,Canadian Yew,6.4,Y,Y,USDA/TC/LM,
7499,Loyola,2,Public,Park,P,P1003,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.4,Y,Y,USDA/TC/LM,
7674,Loyola,2,Private,Private,Y,Y1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.4,Y,Y,USDA/TC/LM,
7675,Loyola,2,Private,Private,Y,Y1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.4,Y,Y,USDA/TC/LM,
7802,Loyola,2,Private,Private,Y,Y1047,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.4,Y,Y,USDA/TC/LM,
7838,Loyola,2,Private,Private,Y,Y1065,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.4,Y,Y,USDA/TC/LM,
8284,Loyola,2,Public,Row,S,S1051,TI,TITO,TITO,Tilia tomentosa,Silver Linden,6.4,N,N,USDA/TC/Mortens,
8503,UQAM,3,Private,Private Yards,Y,Y2103,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.4,Y,Y,USDA/TC/LM,
8572,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,6.4,N,Y,USDA/LM,
8589,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,6.4,N,Y,USDA/LM,
8707,UQAM,3,Private,Institutional,I,I2005,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.4,Y,Y,USDA/TC/LM,
8924,UQAM,3,Private,Institutional,I,I2009,UL,ULCA,ULXXCA,Ulmus X 'Cathedral',,6.4,N,N,NA,
8980,UQAM,3,Private,Institutional,I,I2009,AM,AMLA,AMLA,Amelanchier laevis,Amelanchier laevis,6.4,Y,Y,USDA/TC/Morton/APF(202),
9714,UQAM,3,Private,Private Yards,Y,Y2005,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,6.4,N,Y,USDA/TC/LM,
9870,UQAM,3,Private,Private Yards,Y,Y2064,LO,LOTA,LOTA,Lonicera Tatarica ,Tartarian honeysuckle,6.4,N,N,USDA,
9892,UQAM,3,Private,Private Yards,Y,Y2076,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,6.4,N,Y,USDA/TC/LM/Mortens,
9949,UQAM,3,Private,Private Yards,Y,Y2094,SY,SYVU,SYVU,Syringa Vulgaris ,Common Lilac,6.4,N,N,USDA/TC/Mortens,
833,Dawson,1,Public,Alley,A,A12,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,6.5,Y,Y,USDA/TC/Mortens/LM,
1482,Dawson,1,Private,Private,Y,Y85,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,6.5,N,N,USDA/TC/LM,
1757,Dawson,1,Private,Private,Y,Y46,SY,SYRE,SYRE,Syringa reticulata,Japanese Tree Lilac,6.5,N,N,USDA/Mortens,
2221,Dawson,1,Private,Private,Y,Y152,UL,ULAM,ULAM,Ulmus americana,White Elm,6.5,Y,Y,USDA/TC/LM,
4367,Loyola,2,Public,Park,P,P1005,AC,ACPL,ACPL,Acer Platanoides 'Deborah',Norway Maple,6.5,N,N,USDA/TC,
6317,Loyola,2,Public,Row,S,S1034,GL,GLTR,GLTR,Gleditsia triacanthos 'Spectrum',Common Honey-Locust,6.5,N,Y,USDA/TC/LM,
6391,Loyola,2,Public,Row,S,S1098,GL,GLTR,GLTR,Gleditsia triacanthos 'Northern Acclaim',Common Honey-Locust,6.5,N,Y,USDA/TC/LM,
6465,Loyola,2,Private,Inst,I,I1011,JN,JNVI,JNVI,Juniperus Virginiana,Eastern red cedar,6.5,Y,Y,USDA,
6527,Loyola,2,Public,Park,P,P1001,MA,MABA,MABA,Malus Baccata,Crab Apple,6.5,N,N,USDA/TC,
6566,Loyola,2,Public,Park,P,P1006,MA,MABA,MABA,Malus 'Rosseau',Crab Apple,6.5,N,N,USDA/TC,
6664,Loyola,2,Public,Row,S,S1062,OS,OSVI,OSVI,Ostrya virginiana,American Hop-Hornbeam Ironwood,6.5,Y,Y,USDA/TC/LM,
6792,Loyola,2,Private,Inst,I,I1002,PI,PIPU,PIPU,Picea Pungens,Colorado Spruce,6.5,N,N,USDA/TC/LM,
7384,Loyola,2,Private,Private,Y,Y1029,TA,TACA,TACA,Taxus Canadensis,Canadian Yew,6.5,Y,Y,USDA/TC/LM,
7597,Loyola,2,Private,Inst,I,I1009,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.5,Y,Y,USDA/TC/LM,
7614,Loyola,2,Private,Inst,I,I1010,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.5,Y,Y,USDA/TC/LM,
7647,Loyola,2,Private,Inst,I,I1006,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.5,Y,Y,USDA/TC/LM,
7676,Loyola,2,Private,Private,Y,Y1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.5,Y,Y,USDA/TC/LM,
7685,Loyola,2,Private,Private,Y,Y1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.5,Y,Y,USDA/TC/LM,
7771,Loyola,2,Private,Private,Y,Y1040,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,6.5,Y,Y,USDA/TC/LM,
8509,UQAM,3,Private,Private Yards,Y,Y2103,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.5,Y,Y,USDA/TC/LM,
8538,UQAM,3,Private,Private Yards,Y,Y2103,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.5,Y,Y,USDA/TC/LM,
8803,UQAM,3,Private,Institutional,I,I2008,AC,ACRU,ACRU,Acer rubrum,Red Maple,6.5,Y,Y,USDA/LM/TC,
8878,UQAM,3,Private,Institutional,I,I2009,AM,AMLA,AMLA,Amelanchier laevis,Amelanchier laevis,6.5,Y,Y,USDA/TC/Morton/APF(202),
8946,UQAM,3,Private,Institutional,I,I2009,QU,QUPA,QUPA,Quercus palustrus,Pin Oak,6.5,N,Y,TC/LM,
9359,UQAM,3,Public,Streets,S,S2030,CL,CLKE,CLKE,Cladrastis�kentukea,Kentucky yellow wood,6.5,N,Y,USDA/https://www.wildflower.org/plants/result.php?id_plant=CLKE,
9501,UQAM,3,Public,Streets,S,S2056,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,6.5,N,N,Mortens,
9794,UQAM,3,Private,Private Yards,Y,Y2032,SY,SYVU,SYVU,Syringa Vulgaris ,Common Lilac,6.5,N,N,USDA/TC/Mortens,
823,Dawson,1,Private,Private,Y,Y118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,6.6,N,N,USDA/TC,
1550,Dawson,1,Private,Private,Y,Y139,PN,PNRE,PNRE,Pinus resinosa,Red Pine,6.6,Y,Y,USDA/TC/LM,
1552,Dawson,1,Private,Private,Y,Y139,PN,PNRE,PNRE,Pinus resinosa,Red Pine,6.6,Y,Y,USDA/TC/LM,
1925,Dawson,1,Private,Private,Y,Y67,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.6,Y,Y,USDA/TC/LM,
2066,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.6,Y,Y,USDA/TC/LM,
4242,Loyola,2,Private,Private,Y,Y1066,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,6.6,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
4257,Loyola,2,Public,Row,S,S1094,AC,ACGI,ACGI,Acer ginnala 'Flame',Armur Maple,6.6,N,N,USDA/TC/Mortens,
4368,Loyola,2,Public,Park,P,P1005,AC,ACPL,ACPL,Acer Platanoides 'Deborah',Norway Maple,6.6,N,N,USDA/TC,
5881,Loyola,2,Public,Row,S,S1018,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,6.6,Y,Y,USDA/LM/NRC,
5906,Loyola,2,Public,Row,S,S1082,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,6.6,Y,Y,USDA/LM/NRC,
5915,Loyola,2,Private,Private,Y,Y1050,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,6.6,Y,Y,USDA/LM/NRC,
6326,Loyola,2,Public,Row,S,S1044,GL,GLTR,GLTR,Gleditsia triacanthos 'Northern Acclaim',Common Honey-Locust,6.6,N,Y,USDA/TC/LM,
6520,Loyola,2,Private,Private,Y,Y1058,LO,LOXY,LOXY,Lonicera Xylosteum,European Fly Honeysuckle,6.6,N,N,USDA/Mortens,
7106,Loyola,2,Public,Row,S,S1062,QU,QURO,QURO,Quercus robur,English Oak,6.6,N,N,USDA/TC/Mortens,
7258,Loyola,2,Public,Park,P,P1007,SY,SYRE,SYRE,Syringa Reticulata,Japanese Tree Lilac,6.6,N,N,USDA/Mortens,
7989,Loyola,2,Public,Park,P,P1002,TI,TIAM,TIAM,Tilia Americana,American Basswood,6.6,Y,Y,Mortens/LM,
8516,UQAM,3,Private,Private Yards,Y,Y2103,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.6,Y,Y,USDA/TC/LM,
8596,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,6.6,N,Y,USDA/LM,
8790,UQAM,3,Private,Institutional,I,I2008,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,6.6,Y,Y,TC/LM,
9656,UQAM,3,Private,Private Yards,Y,Y2002,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.6,Y,Y,USDA/TC/LM,
9807,UQAM,3,Private,Private Yards,Y,Y2033,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.6,Y,Y,USDA/TC/LM,
105,Dawson,1,Private,Private,Y,Y19,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,6.7,N,Y,USDA/TC/LM/Mortens,
1291,Dawson,1,Private,Private,Y,Y115,HY,HYAR,HYAR,Hydrangea_arborescens,,6.7,N,Y,https://www.fs.fed.us/wildflowers/plant-of-the-week/hydrangea-arborescens.shtml,
4236,Loyola,2,Public,Row,S,S1098,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,6.7,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
4270,Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,6.7,N,Y,USDA/TC/LM/Mortens,
4323,Loyola,2,Private,Inst,I,I1006,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,6.7,N,Y,USDA/TC/LM/Mortens,
6002,Loyola,2,Public,Row,S,S1060,FA,FASY,FASYRI,Fagus sylvatica Riversii,European Beech,6.7,N,N,USDA/TC/Mortens,
6276,Loyola,2,Private,Inst,I,I1010,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honey-Locust,6.7,N,Y,USDA/TC/LM,
6470,Loyola,2,Private,Inst,I,I1002,JN,JNVI,JNVI,Juniperus Virginiana,Eastern red cedar,6.7,Y,Y,USDA,
6474,Loyola,2,Public,Park,P,P1001,LA,LADE,LADE,Larix Decidua,European Larch,6.7,N,N,USDA/TC/Mortens,
6638,Loyola,2,Private,Inst,I,I1012,MC,MCAM,MCAM,Maackia Amurensis,Amur Maackia,6.7,N,N,Mortens,
