id,Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
,S176,"444","2850","2870",{4163CFC1-0092-4AD9-B924-EDE52DF3D39A},"4297",VOPA_038,ARBRE,ACPL,"1",,,"60",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,CHEBC,AUC,AUC,AUC,"60",NON, ,HAFLSS,2023,TVERTE," br prim centrale avec chancre à haubaner au br prim côté N, assainissement chancre en cime
blessure en hauteur à voir en cime côté N 
dégagement bâtiment",O,2021-09-20T14:16:43.000,TVJV,,DHP
,S176,"445","2851","2871",{7F06087D-CFD6-490C-99A8-08F20B911248},"4287",VOPA_038,ARBRE,ACPL,"1",,,"54",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,CHETR,BOMBS,FENBC,DEP25,"70",NON,branches mortes,ELASSA,2022,TVERTE,dépérissement à surveiller (2024),O,2021-09-20T14:09:16.000,TVJV,,DHP
,S176,"446","2852","2872",{A4C43E0C-398B-4220-A399-ACCFB9FBC289},"4285",VOPA_038,ARBRE,ACSA,"1",,,"53",EMPRI,PUB,AUC,AUC,AUC,BATIM,VOIPUB,AUC,AUC,BRPBS,AUC,AUC,"80",NON,"debut d'inclinaison de fente de fourche a suivre, dans le futur candidate potentiel pour haubanage",ELDEGA,2023,TVERTE, ,O,2021-09-20T14:01:59.000,TVJV,,DHP
,S176,"447","2853","2873",{ADA8BA19-4102-47D5-AC33-E85B291A79E7},"4277",VOPA_038,ARBRE,ACSA,"1",,,"92",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,CVSBC,BOMCI,AUC,"60",NON,"batiment gourmads, 3 branches principales
TVJV fente br primaire côté N",HAFLSS,2022,TVERTE, haubanage polygonale (fentes et cavités aux br charpentières) et élagage complet (assainissement et dégagement),O,2021-09-20T13:55:47.000,TVJV,,DHP
,S176,"448","2854","2874",{FE7EA875-3A89-4EC1-8ADF-AD243DB6EFCA},"4275",VOPA_038,ARBRE,ACPL,"1",,,"28",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,BLLTR,AUC,CLACI,"60",NON,,AUC,,, ,O,2021-09-20T13:44:59.000,TVJV,,DHP
,S176,"449","2855","2875",{A77C827E-A2CC-40BC-971E-DE539E3ABED4},"4275",VOPA_038,ARBRE,ACPL,"1",,,"31",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RAETR,FAETR,DEP25,"65",NON, ,AUC,,, ,O,2021-09-20T13:43:11.000,TVJV,,DHP
,S176,"450","2856","2876",{85F82413-F761-447F-A022-04E94797446A},"4275",VOPA_038,ARBRE,ACPLCO,"1",,,"40",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,BATIM,AUC,AUC,AUC,AUC,AUC,"80",NON,batiment,AUC,,, ,O,2021-09-20T15:28:26.000,TVJV,,DHP
,S201,"451","2857","2877",{92AFC52D-EEC6-449E-98CF-7D802EF64920},"330",VOPA_087,ARBRE,QUROFA,"1",,,"5.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,,ELASSA,2022,WEEQIN,,N,,,,DHP
,S181,"452","2858","2878",{AC53D035-39B4-4D43-BCDA-5385ED6667C1},"4250",VOPA_038,ARBRE,ACPL,"1",,,"42",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-09-20T19:40:35.000,TVJV,,DHP
,S181,"453","2859","2879",{22971EB4-C5FE-4D5F-A255-B79B0B8CAC44},"258",VOPA_087,ARBRE,ACPL,"1",,,"45",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-20T19:45:45.000,TVJV,,DHP
,S181,"454","2860","2880",{CF99E84B-6D41-45B9-A5A7-38F2A81B211D},"220",VOPA_087,ARBRE,ACRU,"1",,,"55",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,GELTR,AUC,AUC,"75",NON,fente avec inclusion d'ecorce,AUC,,, ,O,2021-09-20T19:58:38.000,TVJV,,DHP
,S181,"455","2861","2881",{FE07A673-8EE8-4640-AE18-1087DD6B52F8},"220",VOPA_087,ARBRE,ACSA,"1",,,"66",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-09-20T20:05:28.000,TVJV,,DHP
,S182,"456","2862","2882",{B2574588-83FA-4F74-AE15-16BAF27CA316},"4229",VOPA_038,ARBRE,ACSA,"1",,,"64",EMPRI,PUB,AUC,AUC,AUC,VOIPUB,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,ELDEGA,2023,TVERTE, ,O,2021-09-20T20:13:23.000,TVJV,,DHP
,S182,"457","2863","2883",{307F09F6-7F93-4555-A2C7-3C9B69F3954E},"4229",VOPA_038,ARBRE,ACSA,"1",,,"42",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,CLACI,"60",NON,"fente, branches mortes",INSPRE,2024,TVERTE, dépérissement à surveiller,O,2021-09-20T20:16:38.000,TVJV,,DHP
,S182,"458","2864","2884",{B4080ADB-D634-4780-9033-60C940BDC98A},"225",VOPA_087,ARBRE,ACSA,"1",,,"61",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-20T20:02:39.000,TVJV,,DHP
,S182,"459","2865","2885",{5604AE12-7AFD-4A4B-B2C3-E132D993223C},"225",VOPA_087,ARBRE,ACSA,"1",,,"69",EMPRI,PUB,AUC,HAUAF1,AUC,BATIM,AUC,AUC,AUC,BOMBS,AUC,AUC,"70",NON, ,ELASSA,2023,TVERTE, ,O,2021-09-20T19:55:23.000,TVJV,,DHP
,S205,"460","2866","2886",{87FE9B02-C9F9-4918-AC7E-EE3B8AD51853},"4219",VOPA_038,ARBRE,ACPL,"1",,,"33",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,"batiment, fente superficiel",AUC,,, ,O,2021-09-20T15:29:33.000,TVJV,,DHP
,S187,"461","2867","2887",{EED3EE2E-D8D2-4406-9B6F-4B2E6E70D8C0},"4217",VOPA_038,ARBRE,ACPL,"1",,,"31",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RAETR,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-09-20T20:50:05.000,TVJV,,DHP
,S187,"462","2868","2888",{05F928FB-6A2D-47AC-9E97-FA111BC79B13},"4217",VOPA_038,ARBRE,ACSA,"1",,,"68",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CVSBC,FAETR,AUC,"40",NON,bois mort en cime,HAFLSS,2022,TVERTE," haubanage triangulaire et assainissement, blessures d'elagage à revoir en hauteur",O,2021-09-20T20:41:54.000,TVJV,,DHP
,S184,"463","2869","2889",{B6EB74B3-BA8E-4649-AE31-977DDE9CFBE3},"4216",VOPA_038,ARBRE,ACPL,"1",,,"48",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-20T20:51:41.000,TVJV,,DHP
,S184,"464","2870","2890",{D4AA3FAB-20C5-4186-AAA5-742BA6F9220C},"4216",VOPA_038,ARBRE,ACPL,"1",,,"77",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHEBS,CVSTR,CVSBC,AUC,"35",OUIARB,"arbre penche gelivure ancien branche principale coupee, cavite",ABSECT,90,TVERTE, cavités importants avec houppier déséquilibré et chancre sur br secondaire,O,2021-09-20T20:27:54.000,TVJV,,DHP
,S186,"465","2871","2891",{18E1CBBE-01C0-40D7-8F66-E4E1567D610A},"1225",VOPA_050,ARBRE,ACNE,"1",,,"48",EMPRI,PUB,AUC,AUC,AUC,BATIM,AIRDET,AUC,CPOTR,INCTR,BOMCI,DEP25,"45",NON,collet racinaire mal situé en touchant le bâtiment,ABSECT,90,TVERTE,"carie au pied avec inclinaison au tronc, cibles importants",O,2021-09-22T14:29:51.000,TVJV,,DHP
,S190,"466","2872","2892",{A1EDC154-7C4E-43EB-A320-5B54253FF41F},"3",VOPA_104,SOUCHE,FRPE,"1",,,"35",EMPRI,PV,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON, ,,,,"Arbre privé verifié avec Nicolas Ouellet DEP GENIE  Remove trees in winter(snow).Contacter Conseil dâ€™administration de Westmount Square Residential Inc. 1, Westmount Square, Bureau 220 M. Jan Oosterwaal Pour aviser travaux.  Faire souches au printemps.",N,,,,DHP
,S190,"467","2873","2893",{740C3B41-5D07-4D03-BC87-C1D051C3C996},"3",VOPA_104,ARBRE,ACNE,"1",,,,EMPRI,PV,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"Contacter Conseil dâ€™administration de Westmount Square Residential Inc. 1, Westmount Square, Bureau 220 M. Jan Oosterwaal Pour aviser travaux",AUC,,,,N,,,,DHP
,S189,"468","2874","2894",{3BF5274C-4C95-4E94-9093-F52610ECA4EE},"2",VOPA_104,SOUCHE,,,,,"37",FOSSE,PV,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,,ESDECH,2021,WESTGA,Profond,N,,,,DHS
,S189,"469","2875","2895",{AC8FB250-64F0-4BBA-93F6-191792263FE8},"2",VOPA_104,ARBRE,GLTRIN,"1",,,"8",FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLMTR,"70",NON,Tronc endommagé à la base,,,, ,O,2021-09-23T19:19:38.000,TVJV,,DHP
,S189,"470","2876","2896",{572AA764-28FD-430A-9EEF-C94B52495377},"2",VOPA_104,SOUCHE,,,,,"35",FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,,ESDECH,2021,WEEQIN,Profond,N,,,,DHS
,S189,"471","2877","2897",{BB771276-71C1-4F8B-B5A0-7ADC0637859D},"2",VOPA_104,ARBRE,CEOC,"1",,,"8",FOSSE,PUB,AUC,,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,,,, ,O,2021-09-23T19:21:25.000,TVJV,,DHP
,S189,"472","2878","2898",{6ADEB3CB-61AF-4B50-B9B6-33BEBB3E6191},"1",VOPA_104,ARBRE,ULPRES,"1",,,"10",FOSSE,PUB,AUC,,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,,,, ,O,2021-09-23T19:22:32.000,TVJV,,DHP
,S189,"473","2879","2899",{951CE0BC-DA1F-4ECF-B51C-59214545C5A0},"1",VOPA_104,ARBRE,GYDI,"1",,,"8",FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,,,, ,O,2021-09-23T19:23:39.000,TVJV,,DHP
,S189,"474","2880","2900",{FFD4CC0A-8DA4-4238-8CE5-6FF17B21A435},"1",VOPA_104,DISPO,GLTRNA,,,,,FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,,PLANTA,2021,,,N,,,,DHP
,S194,"475","2881","2901",{513E4737-AE40-44F6-B467-5A125E32EC18},"1",VOPA_151,ARBRE,ACPL,"1",,,"18",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,CHECI,TECCI,AUC,BRATR,"50",NON,"Branches too close to building and street lamp, branche principale morte",ABDIRE,2024,TVERTE,,O,2021-09-23T19:29:45.000,TVJV,,DHP
,S194,"476","2882","2902",{4A8B495D-64AB-428A-BB16-B08D048CB4F6},"1",VOPA_151,ARBRE,ACPL,"1",,,"26",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARRAC,CARTR,DEP50,,NON,branches mortes// mort,ABSECT,2022,WESTHA, ,N,,,,DHP
,S194,"477","2883","2903",{E534C942-312F-422F-9593-322F46F67346},"1",VOPA_151,ARBRE,ACPL,"1",,,"35",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-23T19:40:51.000,TVJV,,DHP
,S194,"478","2884","2904",{66AB664B-6110-4F26-BF45-1B9B0499B794},"1",VOPA_151,ARBRE,ACPL,"1",,,"38",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,CARRAC,AUC,AUC,"65",NON,,AUC,,, ,O,2021-09-23T19:45:18.000,TVJV,,DHP
,S192,"479","2885","2905",{313C95AE-B211-482D-B6B2-DF3CD786E6F4},"4119",VOPA_038,ARBRE,ACSA,"1",,,"74",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,AUC,"80",NON, ,ELASSA,2022,TVERTE, ,O,2021-09-23T18:52:57.000,TVJV,,DHP
,S211,"480","2886","2906",{0E60FECF-2209-458E-87A4-833C56047246},"4129",VOPA_038,ARBRE,GLTRIN,"1",,,"34",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,batiment,AUC,,, ,O,2021-09-21T21:47:25.000,TVJV,,DHP
,S211,"481","2887","2907",{7C4D8B1C-FAE2-49EF-A041-165B81DDC6CD},"4129",VOPA_038,ARBRE,GLTRIN,"1",,,"28",EMPRI,PUB,AUC,AUC,AUC,BATIM,VOIPUB,AUC,AUC,AUC,AUC,BRATR,"75",NON,,ELDEGA,2024,TVERTE, suppression de gourmands aussi,O,2021-09-21T21:51:36.000,TVJV,,DHP
,S210,"482","2888","2908",{7AADC81C-B626-40CF-A551-1217DCF8BFF8},"4251",VOPA_038,ARBRE,ACSA,"1",,,"48",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,,AUC,,, ,O,2021-09-21T21:45:01.000,TVJV,,DHP
,S195,"483","2889","2909",{136DDBD6-F28F-46F0-BDEB-093E0250F34A},"1",VOPA_151,DESACT,ACPL,,,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,Arbre privé,AUC,,, ,N,,,,DHP
,S196,"484","2890","2910",{9C2C750B-6141-4ED6-A365-8F375F23C511},"0",VOPA_151,ARBRE,CEOC,"1",,,"6.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,,,, ,N,,,,DHP
,S196,"485","2891","2911",{CE9B8AB1-1DAB-4128-8D79-9E2366DD1676},"0",VOPA_151,ARBRE,ACSA,"1",,,"80",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FOFTR,CVSBC,PICBC,"35",OUIBC,cavités sévères fourche primaire et branches primaires,ABSECT,90,TVERTE,,O,2021-09-23T18:12:12.000,TVJV,,DHP
,S196,"486","2892","2912",{5148AA2D-58A2-4369-BF37-4C711492DB2E},"0",VOPA_151,ARBRE,ACSA,"1",,,"112",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,CVSBS,DEP25,"60",NON,"loupe au pied loupe dans la fourche, cavité sur br secondaire O mais non-exposé au vent dominant",ELASSA,2023,TVERTE,,O,2021-09-23T18:00:56.000,TVJV,,DHP
,S196,"487","2893","2913",{EAD0DBE3-40A6-4931-BF33-1D1A88BC6098},"0",VOPA_151,ARBRE,ACSA,"1",,,"87",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,CVLBC,AUC,REJCI,"65",NON,,AUC,,, ,O,2021-09-23T17:26:51.000,TVJV,,DHP
,S196,"488","2894","2914",{8356001E-1F05-4BE4-91DF-67DBF0D1A3FC},"0",VOPA_151,ARBRE,ACSA,"1",,,"97",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CVSBS,FAETR,BLMRAC,"65",NON, ,HAFLSS,2023,TVERTE," br secondaire côté O avec deux cavités côté SO à retirer, hauban nécessaire pour cavité d'une branche secondaire en hauteur, un autre hauban pour l'ecorce incluse sur fourche primaire",O,2021-09-23T16:09:23.000,TVJV,,DHP
,S198,"489","2895","2915",{C5CF3394-AACD-4751-AABF-2366675FBA51},"0",VOPA_121,ARBRE,ACSA,"1",,,"50",FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,CARRAC,BLMRAC,"60",NON,,INSPRE,2024,TVERTE,"racines charcutees sur 100% du collet racinaire, dépérissement et carie au collet à surveiller",O,2021-09-23T20:19:26.000,TVJV,,DHP
,S198,"490","2896","2916",{A6B8A358-F62E-4CFB-A7F6-0E328DE0DDF9},"0",VOPA_121,DISPO,,,,,,FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON,,PLANTA,2022,,Syringa reticulta 'Ivory Silk',N,,,,DHP
,S162,"491","2986","3006",{C171A104-C6FF-47C3-8812-C68E433F0BE6},"215",VOPA_109,ARBRE,SOAU,"1",,,"6.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON,Heavy soil compaction,PLANTA,2022,WEEQIN,,O,2021-09-14T13:24:14.000,TVJV,,DHP
,S162,"492","2987","3007",{37CD8183-4273-4B72-98EB-940ADC65A95E},"215",VOPA_109,ARBRE,GYDI,"1",,,"6.000000",EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,,,,,N,,,,DHP
,S162,"493","2988","3008",{C017363D-76BB-4D41-9FF8-79E8059AA758},"215",VOPA_109,ARBRE,GYDI,"1",,,"7.000000",EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,,,,,N,,,,DHP
,S162,"494","2989","3009",{4884C019-EDF9-48BC-BA1A-464B87A77B89},"215",VOPA_109,ARBRE,GYDI,"1",,,"6.000000",EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,,,,,N,,,,DHP
,S162,"495","2990","3010",{EDF3BE5B-78B6-4001-9467-89F4A0F4CFB8},"215",VOPA_109,ARBRE,GYDI,"1",,,"6.000000",EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,,,,,N,,,,DHP
,S155,"496","3016","3036",{2D23C172-9DA1-4FD0-BECC-99B3E4DA9CFA},"201",VOPA_078,ARBRE,SYRE,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S155,"497","3017","3037",{4CB11BDF-9ADA-4C90-B4C5-48CA621CE26A},"201",VOPA_078,ARBRE,ELAN,"2",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,batiment,AUC,,, ,N,,,,DHP
,S155,"498","3018","3038",{BDCFFCD4-0D3E-4B9A-8A2B-57D9CE13C401},"201",VOPA_078,ARBRE,SOTHFA,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S155,"499","3019","3039",{4CE9595A-E734-40C8-866E-19726802136E},"235",VOPA_078,ARBRE,GIBIPS,"1",3.4000001,4.1599998,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, ,RETUSE,2022,WESTGA, ,N,,,,DHP
,S154,"500","3020","3040",{ABDE88EA-744A-4477-9FEE-3527C40EA565},"4404",VOPA_038,ARBRE,ACPL,"1",,,"24",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,DEP25,"60",NON, ,INSPRE,2023,TVERTE, dépérissement à suivre,O,2021-09-09T13:59:41.000,TVJV,,DHP
,S154,"501","3021","3041",{E9EB92B1-BD30-4CE6-99C2-DA60867C4378},"4404",VOPA_038,ARBRE,MASP,"1",,,"10",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,HOUCI,AUC,DEP50,"25",NON,,ABDIRE,2022,TVERTE,,O,2021-09-08T15:51:09.000,TVJV,,DHP
,S154,"502","3022","3042",{DE7C9D48-D447-46F0-A671-22355581BD6B},"4392",VOPA_038,DESACT,PIPUGL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,Arbre voisin très proche.  Lignes de gaz et d'eau,AUC,,,,N,,,,DHP
,S154,"503","3023","3043",{B58A3A6C-C097-4CEA-B92F-47821CE72770},"256",VOPA_067,ARBRE,MASP,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,TECCI,AUC,AUC,"60",NON,"1 tuteur, pieu a neige sans fil",RETUSE,2024,TVERTE,retirer tuteur encastré parterre,O,2021-09-09T14:21:42.000,TVJV,,DHP
,S154,"504","3024","3044",{A6BE7E00-53B1-46FC-BB5B-67BCA5D99407},"256",VOPA_067,ARBRE,PIGL,"1",,,"30",EMPRI,PUB,AUC,AUC,AUC,SIGNAL,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,branche empeche la vue sur la signalisation de la piste cyclabe,AUC,,,,O,2021-09-09T14:33:45.000,TVJV,,DHP
,S157,"505","3025","3045",{CFD2E623-A52C-42A2-A90B-2A6AA1BAB7B4},"4386",VOPA_038,ARBRE,MASP,"1",,,"19",EMPRI,PUB,AUC,AUC,AUC,SIGNAL,AUC,AUC,AUC,BOMCI,AUC,AUC,"70",NON,Pas un arbre de ville,ELCOMP,2022,TVERTE,dégagement et assainissement,O,2021-09-09T19:53:15.000,TVJV,,DHP
,S157,"506","3026","3046",{68C2510C-A0C1-4AFC-92DE-315A834D1243},"4382",VOPA_038,ARBRE,SYRE,"1",,,"24.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,BOMBC,AUC,"50",NON, ,ABSECT,2023,TVERTE, Bois mort,O,2021-09-10T18:13:03.000,TVJV,,DHP
,S157,"507","3027","3047",{89098065-0D89-4BEC-ACC4-2FBF4F93D484},"4380",VOPA_038,DESACT,,"0",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON,Pas d'espace,AUC,,,,N,,,,DHP
,S160,"508","3028","3048",{F443B7A5-7136-42DE-8ABB-CC3401C9D962},"4374",VOPA_038,ARBRE,TICO,"1",,,"19",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,BCDCI,AUC,"80",NON,"Plantation superficielle, mortalité prématurée possible",ELTAFO,2022,TVERTE,,O,2021-09-14T14:26:14.000,TVJV,,DHP
,S160,"509","3029","3049",{4010CD56-4209-4F86-84B2-0B2B69C995F1},"4374",VOPA_038,ARBRE,ACPL,"1",,,"22",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,plantation superficielle,AUC,,,,O,2021-09-14T14:14:38.000,TVJV,,DHP
,S164,"510","3030","3050",{3BD653F4-1F3F-4D4B-8564-A5977E491AE9},"4300",VOPA_038,ARBRE,FRPE,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,INSPRE,2022,,,N,,,,DHP
,S164,"511","3031","3051",{F9089D8F-10A9-438C-ADAC-B47CE9148A29},"4300",VOPA_038,ARBRE,FASYPU,"1",5.3000002,5.8000002,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,RETUSE,2022,WESTGA,,N,,,,DHP
,S164,"512","3032","3052",{7A262ADB-4175-48A4-8FFF-D1399E525C26},"4300",VOPA_038,ARBRE,GIBI,"1",5.3000002,5.8000002,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,RETUSE,2022,WESTGA,,N,,,,DHP
,S165,"513","3033","3053",{904C7B9D-EBCE-4E29-943A-AE2CC70D96A5},"4300",VOPA_038,ARBRE,FRPE,"1",,,"46",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON,,ABSECT,2021,WESTGA,,N,,,,DHP
,S165,"514","3034","3054",{44DA6589-9FA3-4CC6-A560-886C49D06C81},"4300",VOPA_038,ARBRE,FRPE,"1",,,"59",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON, ,ABSECT,2021,WESTGA,,N,,,,DHP
,S165,"515","3035","3055",{920EF771-E4DC-4580-8F30-400A0617BF13},"4300",VOPA_038,ARBRE,SOAU,"1",,,"13",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"100",NON, ,AUC,,,,O,2021-09-20T14:25:27.000,TVJV,,DHP
,S165,"516","3036","3056",{81E07061-2DB0-48A9-9238-D8F646FF8F1D},"4300",VOPA_038,ARBRE,OSVI,"1",3.5999999,3.8,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,RETUSE,2022,WESTGA,,N,,,,DHP
,S175,"517","3037","3057",{50016C93-C87C-4C7C-BBA8-80F248C22EAE},"4311",VOPA_038,ARBRE,ACPL,"1",,,"25",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BCDCI,AUC,AUC,"80",NON, ,AUC,,,,O,2021-09-14T20:04:17.000,TVJV,,DHP
,S175,"518","3038","3058",{607F037F-528F-4DF8-9AD4-E07F0FDC8CE6},"4311",VOPA_038,ARBRE,PIPU,"1",,,"22",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,,,O,2021-09-14T20:14:20.000,TVJV,,DHP
,S166,"519","3039","3059",{6E048DAE-6773-47E9-ABFF-0255CA77F871},"4321",VOPA_038,ARBRE,ACRU,"1",,,"21",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,,,O,2021-09-14T14:50:58.000,TVJV,,DHP
,S166,"520","3040","3060",{8BC72866-2385-47FC-AAA0-3BB557C70366},"4325",VOPA_038,ARBRE,SYRE,"1",,,"17",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CTRBC,GELBC,AUC,DEP25,"50",NON, ,ABDIRE,2023,TVERTE,,O,2021-09-14T14:48:00.000,TVJV,,DHP
