Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ESSENCE,DIAMETRE (CM),TYPE_EMP,PROPRIETE,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
S170,146,2352,2372,{A79A4378-E77A-426E-8350-DDD2971532A3},319,VOPA_109,ACPL,46,EMPRI,PUB,fentes aux tronc et branche primaire,AUC,,, ,O,2021-09-10T17:38:41.000,TVJV,,DHP
S170,147,2353,2373,{00EB92C5-2F1C-4F26-81B0-084392D5A163},323,VOPA_109,ACPL,70,EMPRI,PUB,,ABSECT,2022,TVERTE, ,O,2021-09-10T17:32:26.000,TVJV,,DHP
S170,148,2354,2374,{77B6F693-2CD4-4B86-9691-31EC80105799},323,VOPA_109,ACPL,46,EMPRI,PUB,batiment. Petites branches mortes dans la cime,AUC,,, ,O,2021-09-10T15:48:23.000,TVJV,,DHP
S170,149,2355,2375,{DB07A790-488B-4979-AA22-2C15BE278582},341,VOPA_109,PHAM,10,EMPRI,PUB,,,,, ,O,2021-09-10T15:20:57.000,TVJV,,DHP
S170,150,2356,2376,{5F089D93-4A9D-41D2-9120-9F19653A49E8},345,VOPA_109,GYDI,7,EMPRI,PUB,Gator,,,, ,N,,,,DHP
S170,151,2357,2377,{FA5A3C2E-D5DA-48F1-9238-EAED701EE2E2},347,VOPA_109,QUPA,47,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-10T15:08:36.000,TVJV,,DHP
S170,152,2358,2378,{A7BB1DC1-9C46-4EC9-B185-C50BCF612166},351,VOPA_109,ALGL,11,EMPRI,PUB,"dÃ©perrissement A 50% branches adventives trous de pics,signes d'agrile",AUC,,, ,O,2021-09-10T15:04:24.000,TVJV,,DHP
S170,153,2359,2379,{0CAC021B-2A91-4195-97C9-DE6575879E7D},359,VOPA_109,QUAL,59,EMPRI,PUB,,AUC,,, ,O,2021-09-10T15:00:06.000,TVJV,,DHP
S170,154,2360,2380,{4ACD85AD-FE80-4533-95FC-C1B8DA25117A},359,VOPA_109,COCO,8,EMPRI,PUB,"2 haubans dÃ©perrissement carie sur les racines longues gÃ©livures ouvertes sur le tronc et charpentiÃ¨res Ã©coulements, grosses branches mortes au dessus d'une entrÃ©e et du trottoir",AUC,,, ,O,2021-09-10T14:57:33.000,TVJV,,DHP
S170,155,2361,2381,{E2964EF9-39B5-4E28-BF29-95CA3A972E18},377,VOPA_109,ACPL,52,EMPRI,PUB,"coude, petite gélivure sur une charpentière,petites blessures au pied, petites branches mortes",ELASSA,2023,TVERTE, ,O,2021-09-10T14:34:25.000,TVJV,,DHP
S170,156,2362,2382,{B54FF464-47A3-4392-A010-5FA4E9975485},377,VOPA_109,ACPL,70,EMPRI,PUB,"branches mortes de 8 cm de diamètre audessus d'une entrée de garage et de la rue loupes, gélivures sur le tronc et charpentière",INSPRE,2024,TVERTE," plusieurs branches retirées dans le passé, cime dépérissant et cavité au tronc à surveiller",O,2021-09-10T14:19:08.000,TVJV,,DHP
S170,157,2363,2383,{06C1B574-2DF5-49D0-B797-BA668BD37A1F},377,VOPA_109,ACPL,79,EMPRI,PUB,"longue fente fermée dans la fourche sur une face ancienne gélivure sur une tige principale broussons, petites branches mortes",ELASSA,2022,TVERTE, branche tertiaire centrale avec blessure de trou de pic à retirer avec bois mort,O,2021-09-10T14:30:31.000,TVJV,,DHP
S171,159,2365,2385,{D0C4B73A-DFE9-488F-88EE-697741DF69F5},4324,VOPA_121,ACPL,71,EMPRI,PUB,"loupes, gélivure sur une tige principale, petites branches mortes",ELASSA,2024,TVERTE," réduire branches surplombantes vers la rue, retirer bois mort et gourmands",O,2021-09-14T18:37:02.000,TVJV,,DHP
S171,160,2366,2386,{09338A7E-0D39-4EA1-A53A-687039EF1384},368,VOPA_068,ACPLCK,33,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T18:05:31.000,TVJV,,DHP
S171,161,2367,2387,{2EA3E271-CBF2-4CA0-A4DC-E7794E2DA3D8},364,VOPA_068,ACPLCK,39,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T17:42:59.000,TVJV,,DHP
S171,162,2368,2388,{DD597B1B-7D6C-4459-A3CA-335E731A3826},360,VOPA_068,ACPLCK,40,EMPRI,PUB,petite blessure au pied,AUC,,, ,O,2021-09-14T17:21:57.000,TVJV,,DHP
S171,163,2369,2389,{743F52CB-8B88-4917-B586-D286FAAC2F90},358,VOPA_068,GIBI,5,EMPRI,PUB,eloicourchesne@gmail.com,RETUSE,2022,WESTGA, ,N,,,,DHP
S171,164,2370,2390,{299F0D2F-D049-4DF0-901A-FD526DA0BD44},354,VOPA_068,GIBI,41,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T15:47:14.000,TVJV,,DHP
S171,165,2371,2391,{7F450F5E-B503-4324-8DDD-A01973F3ABC6},352,VOPA_068,ACPLCK,33,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T15:45:59.000,TVJV,,DHP
S171,166,2372,2392,{6879556B-0180-444C-BF99-26B3E2CA3DF5},350,VOPA_068,ACSA,101,EMPRI,PUB,"racines coupées auparavant et carie de racines loupes une charpentiere arrachée, une grose cavité sur ue tige principale bouchée",ABSECT,90,TVERTE, bois mort en cime au-dessus d'un stationnement et carie au collet racinaire important (>50%). fentes horizontales au tronc,O,2021-09-14T15:41:26.000,TVJV,,DHP
S171,167,2373,2393,{0D766A9B-971D-4167-B7C2-5971492A4AC7},340,VOPA_068,ACPL,57,EMPRI,PUB,"début de chancres, TVJV hauban décroché mais remplacement pas nécessaire (cicatrisation blessure sur br secondaire vigoureux)",AUC,,, ,O,2021-09-14T15:24:21.000,TVJV,,DHP
S174,169,2375,2395,{1D1666D8-BA3D-4C3C-AB1D-F4EC2B75FE50},0,VOPA_068,ACPL,80,EMPRI,PUB,"multiples gÃ©livures ouvertes sur le tronc, dans la fourche et sur les charpentiÃ¨res, noeuds mal refermÃ©s, grosse branche arrachÃ©e, carie de racines, cavitÃ© dans la fourche, petites branches mortes",ABSECT,90,TVERTE," défauts sévères en fourche primaire et et cime, bois mort aussi. DHP estimé",O,2021-10-22T19:26:39.000,TVJV,,DHP
S174,178,2384,2404,{F88D9579-34B7-47C8-AA6C-4D8B19E218EC},0,VOPA_068,ACPL,70,EMPRI,PUB,"dÃ©perrissement petites fentes sur le tronc, branch ruptures (25 inches diameter)  NFU: deperissement limitÃ© Ã  une partie de la couronne",ABSECT,90,TVERTE, DHP estimé,O,2021-10-22T19:07:39.000,TVJV,,DHP
S174,179,2385,2405,{7FA04B60-CB55-43C9-A2C7-E4D3560BD7D5},365,VOPA_068,ACPL,74,EMPRI,PUB,"fentes fermées au  tronc et branches primaires fourche primaire faible, branches mortes",ABSECT,90,TVERTE,,O,2021-10-22T21:41:15.000,TVJV,,DHP
S174,180,2386,2406,{49A8257B-1686-4986-B32A-E2B2FA19ACC5},367,VOPA_068,ACPL,62,EMPRI,PUB,,HAFLSS,2022,TVERTE,blessures et cavités sévères (minimum 3 haubans nécessaires au branches affectés) avec allègement des branches surplombantes,O,2021-09-14T18:03:06.000,TVJV,,DHP
S174,181,2387,2407,{68FABAB5-1EEB-4D96-ABA4-CD23A55456B2},375,VOPA_068,ACPL,45,EMPRI,PUB, ,HAFLSD,2024,TVERTE," faiblesse d'embranchement auprès de la br primaire côté O et deux br primaires centrale, allègement des branches surplombantes et dégagement rue",O,2021-09-14T18:17:30.000,TVJV,,DHP
S174,182,2388,2408,{E558EAE5-5119-4605-9170-43FB247E4C37},375,VOPA_068,GYDI,5,EMPRI,PUB,Gator,AUC,,,,N,,,,DHP
S171,183,2389,2409,{32CB5B07-3928-4737-BFB9-D8F150E7B30E},368,VOPA_068,GIBI,9,EMPRI,PUB, ,AUC,,,,O,2021-09-14T18:04:24.000,TVJV,,DHP
S174,184,2390,2410,{9AA0DA75-141D-44F3-9F88-02B22A1C402B},375,VOPA_068,ACPL,31,EMPRI,PUB,racine encerclante,ELCOMP,2022,TVERTE," allègement et dégagement, chirurgie de jeunes racines encerclantes possible",O,2021-09-14T18:26:38.000,TVJV,,DHP
S174,185,2391,2411,{851D2EDB-4DC7-488F-8D30-31F828F33807},375,VOPA_068,ACPL,87,EMPRI,PUB,faiblesse d'embranchement fourche primaire,ABSECT,2022,TVERTE, ,O,2021-09-14T18:45:12.000,TVJV,,DHP
S172,186,2392,2412,{FB4269D1-EDBD-45AD-B679-2B3B08F6FBC8},375,VOPA_068,ACPL,45,EMPRI,PUB,petites branches mortes,ELASSA,2023,TVERTE, ,O,2021-09-14T18:47:35.000,TVJV,,DHP
S172,187,2393,2413,{E2B7180B-C961-4586-ACC6-232758ADDE73},375,VOPA_068,ACFRAB,64,EMPRI,PUB,gÃ©livure dans la fourche,AUC,,, ,O,2021-09-14T18:57:55.000,TVJV,,DHP
S172,190,2396,2416,{8E0660F5-C46D-44FD-845F-B44ABBC0CBAD},375,VOPA_068,ACFRAB,57,EMPRI,MIT, ,AUC,,, ,O,2021-09-14T19:00:55.000,TVJV,,DHP
S173,191,2397,2417,{5E9D31BF-F5FA-44BC-BE34-221C66DDCDCD},375,VOPA_068,ULPRES,6,EMPRI,PUB,,AUC,,, ,N,,,,DHP
S173,192,2398,2418,{C377E291-B4ED-427A-B5D0-E038819B8F90},375,VOPA_068,CTERPU,7,EMPRI,PUB,,RETUSE,2022,WEEQIN, ,N,,,,DHP
S173,193,2399,2419,{31125992-EA8B-468E-AD35-D10B0D1F227C},375,VOPA_068,GYDI,5,EMPRI,PUB, ,AUC,,, ,N,,,,DHP
S173,194,2400,2420,{AD619428-3DE7-408E-8553-40815D03B0B1},375,VOPA_068,CEOC,4,EMPRI,PUB, ,AUC,,, ,N,,,,DHP
S173,195,2401,2421,{20AB89B8-35E5-49DC-9118-A8CA872235EC},375,VOPA_068,ACSC,35,EMPRI,PUB,"Anthracnose des feuilles, carie sur le tronc avec début de cavité",ELALLE,2023,TVERTE, allègement br primaire côté E,O,2021-09-16T21:16:12.000,TVJV,,DHP
S173,196,2402,2422,{B59F8ED9-1F4F-4722-ACA2-155FACE91F30},375,VOPA_068,ACFRAB,56,EMPRI,PUB, carie au collet mais cicatrisation vigoureux,AUC,,, ,O,2021-09-16T21:10:22.000,TVJV,,DHP
S173,198,2404,2424,{B062B5B5-85C0-4434-9B5F-DDB59A8B8714},360,VOPA_032,ACFRAB,82,EMPRI,PUB,"batiment. CavitÃ©s sur charpentieres, grosse branche suspendue, ",AUC,,, ,N,,,,DHP
S173,199,2405,2425,{4FEAC618-3E93-44C8-9294-88714C180199},360,VOPA_032,ACPL,50,EMPRI,PUB,"longues gélivures sur le tronc, fente ouverte sur une charpentière, chicot de branche au-dessus de la rue; TV - retrait de racines important côté école (été 2021)",INSPRE,2023,TVERTE, Travaux en cours ,O,2021-08-11T15:00:00.000,TVGSM,,DHP
S173,200,2406,2426,{C99387C5-173D-4570-9199-5341FBB8FDB0},336,VOPA_032,ACPL,70,EMPRI,PUB,"cavités dans la fourche, petites branches mortes",AUC,,, ,O,2021-09-14T19:12:56.000,TVJV,,DHP
S173,201,2407,2427,{31A39563-469B-427E-A870-D8814BD1C912},310,VOPA_032,ACPL,52,EMPRI,PUB,"branche arrachée sur une charpentiere, grosses loupes sur le tronc et charpentieres, déperrissement au niveau de la cime, petites branches mortes",ABSECT,2022,TVERTE," cime dépérissant, défauts aux branches secondaires importants. réfection du trottoir récente aussi",O,2021-09-14T19:26:34.000,TVJV,,DHP
S175,202,2408,2428,{2B2A36DF-1BA0-4C58-A985-222C1C1F367E},310,VOPA_032,ACPL,66,EMPRI,PUB,"carie au tronc allongeant la branche primaire côté SE, fente important sur br primaire côté NO",HAFLSS,90,TVERTE,assainissement aussi,O,2021-09-14T19:46:19.000,TVJV,,DHP
S175,203,2409,2429,{353AF4C3-0D2B-400A-98E2-BA5057587303},310,VOPA_032,ACSA,81,EMPRI,PUB,"branches adventives, petites branches mortes",HAFLSS,2022,TVERTE," cavité sur branche secondaire centrale exposé vers côté SO à haubaner, assainissement bois mort",O,2021-09-14T19:49:48.000,TVJV,,DHP
S178,204,2410,2430,{E317FBEA-6E95-4038-BFC0-0D270E156B1D},331,VOPA_032,TIAM,61,EMPRI,PUB,longue fente fermÃ©e sur le tronc,ELDEGA,2022,WESTHA," BÃ¢timent, elagage allègement ",N,,,,DHP
S178,205,2411,2431,{0E58D8F3-17C8-4945-930B-6E9AE965B68F},331,VOPA_032,TICO,34,EMPRI,PUB,batiment,ELDEGA,2024,WEEQIN, BÃ¢timent ,N,,,,DHP
S178,206,2412,2432,{4801F678-FF6C-45DA-A0EF-59C68C97A7F1},335,VOPA_032,ACPL,41,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T19:07:34.000,TVJV,,DHP
S178,208,2414,2434,{869A7AD5-D81D-4928-9AC6-7945D4420AF6},331,VOPA_032,ACSA,76,EMPRI,PUB,"batiment Petites branches mortes loupes, petite cavitÃ© sur une charpentiere",INSPRE,2024,TVERTE," excavation côté O du tronc (<5ans), état à suivre",O,2021-09-16T20:26:14.000,TVJV,,DHP
S178,209,2415,2435,{DF2484E3-6E87-4A3E-859C-B86A52ADA1A5},357,VOPA_032,GLTRIN,36,EMPRI,PUB, ,AUC,,, ,O,2021-09-16T20:19:06.000,TVJV,,DHP
S178,210,2416,2436,{130EB29E-B69F-4ACA-AECC-3C7A82D4DE50},389,VOPA_032,ACSA,74,EMPRI,PUB,"batiment, carie aux racines",INSPRE,2023,TVERTE, dépérissement à surveiller,O,2021-09-16T20:07:02.000,TVJV,,DHP
S178,211,2417,2437,{2E5EA75A-9679-4577-A4D6-6F07CE616225},395,VOPA_032,ACPL,36,EMPRI,PUB,travaux sur le terrain,AUC,,, ,O,2021-09-16T20:00:15.000,TVJV,,DHP
S202,212,2418,2438,{A461E829-F9DF-4BE6-9A26-64AD73EF1D8D},4278,VOPA_121,ACSA,79,EMPRI,PUB,"batiment Nombreuses branches adventives branches touchant le batiment, petite cavitÃ© sur une charpentiere",ELCOMP,2023,TVERTE," dégagement, allégement et suppression de gourmands",O,2021-09-20T13:33:53.000,TVJV,,DHP
S202,213,2419,2439,{0F7F5F05-4EE4-4790-A618-117B79EA9071},396,VOPA_087,ACPLCO,34,EMPRI,PUB,"branches adventives, grosse blessure sur le tronc",ABSECT,2023,TVERTE, ,O,2021-09-20T13:36:54.000,TVJV,,DHP
S202,214,2420,2440,{733DAD54-3873-4CF3-9FA9-0EA208985CF7},396,VOPA_087,ACPL,49,EMPRI,PUB,batiment,ELASSA,2023,TVERTE, ,O,2021-09-20T18:16:36.000,TVJV,,DHP
S201,215,2421,2441,{880E73BD-1DF6-4B78-8288-D59929931861},388,VOPA_087,ACPLCK,41,EMPRI,PUB,batiment,AUC,,, ,O,2021-09-20T18:18:15.000,TVJV,,DHP
S201,217,2423,2443,{11B7EAC6-0DA3-42B2-AFAD-0D0A17A3AA41},388,VOPA_087,ACPLCK,37,EMPRI,PUB,,INSPRE,2023,TVERTE, carie au tronc et cime clairsemée à surveiller,O,2021-09-20T18:23:45.000,TVJV,,DHP
S201,218,2424,2444,{9585D24D-521B-417E-A438-BBB833A5F0DE},364,VOPA_087,ACPL,34,EMPRI,PUB, ,ELASSA,2023,TVERTE, retirer la jeune branche avec cavité mal attaché à la tige centrale,O,2021-09-20T18:39:27.000,TVJV,,DHP
S201,219,2425,2445,{48AA0DF6-B275-448D-805D-6ABB473BF16B},358,VOPA_087,GLTRIN,35,EMPRI,PUB,,ELDEGA,2022,TVERTE, ,O,2021-09-20T19:10:49.000,TVJV,,DHP
S201,220,2426,2446,{26656C12-39C4-49B9-A3AF-2C2D14F75AEF},344,VOPA_087,GLTRIN,38,EMPRI,PUB,batiment,ELDEGA,2022,WESTHA, Citoyen demande de dégager la branche qui cogne dans sa fenêtre ,N,,,,DHP
S201,221,2427,2447,{C2465AB7-8F03-4E2A-B8AD-2BEB0235776C},330,VOPA_087,ACPL,50,EMPRI,PUB,"longue fente ouverte sur le tronc avec petites cavités au niveau des noeuds, petite blessure au pied

TVJV chancre au tronc mais cicatrisation important

",AUC,,,,O,2021-09-20T15:37:53.000,TVJV,,DHP
S205,222,2428,2448,{B3108FA0-8B78-45F3-92D8-A3E1CE6B8EB2},0,VOPA_094,ACPL,58,EMPRI,PUB,,ELCOMP,2023,TVERTE, assainissement chancres en cime  et allègement br primaire côté N,O,2021-09-20T15:54:47.000,TVJV,,DHP
S205,223,2429,2449,{EC4D4594-138C-480F-A223-4D8E8B4BFCA0},339,VOPA_087,TICO,36,EMPRI,PUB,"enseigne Longue fente fermÃ©e sur le tronc, drageons",AJTERR,2022,TVERTE, ,O,2021-09-20T19:30:38.000,TVJV,,DHP
S205,224,2430,2450,{04018D5D-C657-4CB9-8017-3CF3BD41CCD4},351,VOPA_087,ACPL,54,EMPRI,PUB,"grosse branche morte de 20 cm de diamÃ¨tre audessus d'un terrain longue gÃ©livure fermÃ©e sur le tronc, carie de pied avec affaissement d'écorce",AUC,,, ,O,2021-09-20T19:26:58.000,TVJV,,DHP
S205,225,2431,2451,{37E483D2-02E7-4EDF-93E4-4FC9CF14196A},357,VOPA_087,ACSA,54,EMPRI,PUB,"blessure au pied carie de racines blessure sur une charpentiere nombreuses branches adventives, écorce arraché au tronc côté S et N ",ABSECT,2023,TVERTE,cime dépérissant,O,2021-09-20T18:54:01.000,TVJV,,DHP
S205,226,2432,2452,{3CDF5130-9BC3-430A-8857-2B4A37038001},383,VOPA_087,ACSA,48,EMPRI,PUB,batiment,AUC,,, ,O,2021-09-20T18:30:24.000,TVJV,,DHP
S205,227,2433,2453,{FFA2EA63-F508-428A-9E14-C2B54A2611C8},4250,VOPA_121,ACNE,"31,24",EMPRI,PUB,"enseigne et signalisation Une tige inclinée, racines soulevent legerement une entréee de pavé",AUC,,, ,O,2021-09-20T18:27:32.000,TVJV,,DHP_X
S205,228,2434,2454,{DCE5FF29-EB7A-434D-941F-67180519098D},4250,VOPA_121,TICO,37,EMPRI,PUB,"batiment Branches adventives, inclusion d'écorce à surveiller en long terme",AUC,,, ,O,2021-09-20T18:14:05.000,TVJV,,DHP
S205,229,2435,2455,{7DAC6151-1BAD-4A1F-BEEA-6AAEA5B44675},4250,VOPA_121,ACPL,41,EMPRI,PUB,batiment. Petite blessure au pied. Polypode on main trunk.,AUC,,, ,O,2021-09-20T18:12:18.000,TVJV,,DHP
S203,230,2436,2456,{C16A1924-09DC-4FEF-AB15-C3547B6740B7},4250,VOPA_121,ULPU,82,EMPRI,PUB,"batiment, Inclinaison, mineuse des feuilles, petites branches mortes, branches adventives, loupe, petite fente au pied avec carie superficielle, TVJV plusieurs blessures légères d'elagage",ELASSA,2023,TVERTE, arbre possiblement privé,O,2021-09-20T18:08:12.000,TVJV,,DHP
S212,231,2437,2457,{5F37CB61-7B15-4FFB-9C38-9C2D00CAFF6E},4160,VOPA_121,ACFRAB,62,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-21T20:16:38.000,TVJV,,DHP
S212,232,2438,2458,{25653920-4855-48EE-8BB7-47337257CCA3},4160,VOPA_121,ACFRAB,45,EMPRI,PUB,petite cavité au niveau d'un noeud,AUC,,, ,O,2021-09-21T20:19:32.000,TVJV,,DHP
S210,233,2439,2459,{9F863348-F7A9-408F-99D2-46F216EBB79C},4150,VOPA_121,ACPL,76,EMPRI,PUB,cavité sévère br tertiaire,HAFLSS,90,TVERTE," haubanage polygonale (fourche primaire et défauts en hauteur), et allègement",O,2021-09-21T20:59:39.000,TVJV,,DHP
S210,234,2440,2460,{52C5173F-F072-448E-AEE1-233DFFE5A4CD},372,VOPA_043,GYDI,4,EMPRI,PUB,"batiment. DÃ©foliation a 75%, branches adventives, trous de pics, signes d'agrile",AUC,,,,N,,,,DHP
S210,235,2441,2461,{C3B2B4EF-A48F-4A8F-ADDE-3A036E2C6DED},360,VOPA_043,ACSA,67,EMPRI,PUB,batiment,ELDEGA,2022,WEEQIN,bÃ¢timent,N,,,,DHP
S210,236,2442,2462,{2D94CFBC-C7F8-4BFA-9992-A828A0A567DD},338,VOPA_043,ACSA,49,EMPRI,PUB,"batiment. Petites branches mortes, branche morte de 8 cm de diametre au-desus d'un terrain",INSPRE,2024,TVERTE, dépérissement à surveiller,O,2021-09-21T21:18:18.000,TVJV,,DHP
S210,237,2443,2463,{D484DCD9-583B-4338-85EA-7FFEB7AA8B02},326,VOPA_043,ACPLCK,38,EMPRI,PUB,Longue gÃ©livure fermÃ©e sur le tronc,ELDEGA,2024,TVERTE, ,O,2021-09-21T21:26:09.000,TVJV,,DHP
S211,238,2444,2464,{011F25D7-CC36-4428-A91A-9693E3D6B624},307,VOPA_043,ACPL,46,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T21:37:55.000,TVJV,,DHP
S211,239,2445,2465,{447A951E-DDC6-443B-BF0D-C268F05D9B7A},311,VOPA_043,ACPL,42,EMPRI,PUB,"multiples fentes sur le tronc et charpentieres, dÃ©but de chancre a l'embranchement et sur une tige, semble y avoir une cavitÃ© dans la fourche",ABSECT,90,TVERTE,,O,2021-09-21T21:33:57.000,TVJV,,DHP
S211,240,2446,2466,{52F3CB38-BC3F-4C4E-8D90-E3ECB1108180},313,VOPA_043,ACPL,36,EMPRI,PUB,petites blessures sur le tronc et au pied,AUC,,, ,O,2021-09-21T21:28:04.000,TVJV,,DHP
S211,241,2447,2467,{143E58F9-EE35-45DF-A5F5-C80FFE1503BF},315,VOPA_043,ULAM,46,EMPRI,PUB,,AUC,,, ,O,2021-09-21T21:22:42.000,TVJV,,DHP
S211,242,2448,2468,{A2A1EBCF-03A6-4381-9773-4005D5DDC95C},333,VOPA_043,ACFRAB,59,EMPRI,PUB,batiment. Branches adventives,ELCOMP,2024,TVERTE,dégagement bâtiment et suppression de gourmands,O,2021-09-21T21:21:21.000,TVJV,,DHP
S211,243,2449,2469,{C40B9A3E-0842-4703-A282-76CFA5D694DD},365,VOPA_043,ACSA,69,EMPRI,PUB,cime en rejets,ELASSA,2023,TVERTE, ,O,2021-09-21T21:14:03.000,TVJV,,DHP
S211,244,2450,2470,{E378C4F7-144D-47C6-855E-BCD5FCDFD8FD},379,VOPA_043,ACSA,59,EMPRI,PUB,batiment. Petites branches mortes,AUC,,, ,O,2021-09-21T21:08:26.000,TVJV,,DHP
S211,245,2451,2471,{7571EAD2-F8D4-4E24-AD34-A9508262B64D},381,VOPA_043,ACPL,51,EMPRI,PUB,batiment. Carie de racines,AUC,,, ,O,2021-09-21T21:06:39.000,TVJV,,DHP
S211,246,2452,2472,{7A832733-DEEA-4FFF-BBCD-110AC38C69FC},395,VOPA_043,ACPL,31,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T21:03:39.000,TVJV,,DHP
S197,250,2456,2476,{738B66CF-43B1-44F9-8B75-7FF8E4EB3D2F},4100,VOPA_121,ACSA,86,EMPRI,PUB,batiment,AUC,,, ,O,2021-09-23T15:39:09.000,TVJV,,DHP
S197,251,2457,2477,{FE2C837D-BAFE-4561-A8C5-3D77A0FBCC34},4100,VOPA_121,ACPL,48,EMPRI,PUB,,AUC,,, ,O,2021-09-23T15:40:44.000,TVJV,,DHP
S197,252,2458,2478,{352D1094-6562-489F-94A4-EDFB93537BE0},366,VOPA_151,ACPL,80,EMPRI,PUB,batiment. Longues gÃ©livures fermÃ©es sur le troncet charpentiÃ¨res.... construction on sidewalk damaged roots.prÃ©sence de champignons Ã  vÃ©rifier. 2 Medium size ruptures 29/08/18,ABSECT,90,TVERTE," arbre asymétrique et dépérissant, carie au tronc important",O,2021-09-23T15:55:52.000,TVJV,,DHP
S197,253,2459,2479,{111F2E3B-447C-4CE4-9C64-1206FE62B47A},356,VOPA_151,ACSA,89,EMPRI,PUB,"batiment Branches mortes, cavitÃ©s sur charpentieres et grosse cavitÃ© bouchÃ©e avec du bÃ©ton sur le tronc
TVJV cavités et bois mort en cime dangereux, arbre surélagué et cavités plus exposés",ABSECT,90,TVERTE, ,O,2021-09-23T16:20:30.000,TVJV,,DHP
S197,254,2460,2480,{3E1DE2FF-9195-4813-8EB5-2015832603A3},348,VOPA_151,ACPL,67,EMPRI,PUB," Petites branches mortes, longues gélivures anciennes sur le tronc et charpentieres",INSPRE,2023,TVERTE,"allègement déjà effectué, croissance et dépérissement à suivre avec l'avancement du chancre au tronc O et br secondaire E",O,2021-09-23T17:42:19.000,TVJV,,DHP
S197,255,2461,2481,{FE490ADC-FF8E-4EBC-9993-16AE2C8EBAB6},340,VOPA_151,ACPL,43,EMPRI,PUB,"batiment. Petite blessure sur une tige principale, plusieurs agrafes sur le tronc, noeud mal refermÃ©",HAFLSS,2023,TVERTE," Branches too close to house  Paul, TVJV hauban à ajouter à 2/3 de la hauteur et dégagement bâtiment",O,2021-11-02T16:03:38.000,TVJV,,DHP
S197,256,2462,2482,{BAD40F93-C34E-4863-AF0B-36C5688DF3D8},336,VOPA_151,ACPL,47,EMPRI,PUB,batiment. Chancre sur une tige principale et dans la fourche,HAFLSS,2022,TVERTE," Branches too close to house  Paul TV: fourche faible avec chancre sur l'embranchement des branches primaires, dÃ©gagement bÃ¢timent aussi",O,2021-11-02T15:59:47.000,TVJV,,DHP
S197,257,2463,2483,{38C89A3F-6D55-4873-A45D-5EFCF7D7CC07},336,VOPA_151,ACSC,43,EMPRI,PUB,,,,,,O,2021-09-23T17:49:53.000,TVJV,,DHP
S197,258,2464,2484,{E483C736-E72F-48E7-9FEC-DD99041A9F0D},326,VOPA_151,ACPL,38,EMPRI,PUB,,AUC,,,,O,2021-09-23T18:17:10.000,TVJV,,DHP
S197,259,2465,2485,{8C9DE735-75C0-4236-B275-4D4C4BB71811},326,VOPA_151,ACPL,67,EMPRI,PUB,"batiment Petites branches mortes branches adventives longues gÃ©livures avec Ã©coulements sur le troncet charpentieres, large fente ouverte sur ue charpentiere",ABSECT,2022,TVERTE, ,O,2021-09-23T18:26:49.000,TVJV,,DHP
S197,260,2466,2486,{60906B9B-70DD-42F3-84C5-38D37F227E41},326,VOPA_151,ACPL,65,EMPRI,PUB,"feux de circulation. Branches mortes, longue gélivure ouverte sur le tronc",ABSECT,2022,TVERTE,,O,2021-09-23T18:49:44.000,TVJV,,DHP
S151,262,2533,2553,{02E64152-E53D-4BA8-ABCF-16FE947969A3},343,VOPA_078,ACRU,28,EMPRI,PUB,carence minérale dans le feuillage de la cime,AUC,,, ,O,2021-09-08T12:08:45.000,TVJV,,DHP
S151,263,2534,2554,{433DECE8-449A-44AE-87E7-485D2AE1983E},377,VOPA_078,PIPU,35,EMPRI,PUB, ,INSPRE,2022,TVERTE,excavation racines important,O,2021-09-07T17:43:49.000,TVJV,,DHP
S152,271,2551,2571,{92FDDB3F-DA5B-40B4-8C59-CF54416DBC25},366,VOPA_067,ACRU,27,EMPRI,PUB, ,AUC,,, ,O,2021-09-09T13:27:54.000,TVJV,,DHP
S152,272,2552,2572,{DAFE3428-6EBC-4D58-85ED-DB80343B2C69},346,VOPA_067,ACFRAB,32,EMPRI,PUB, ,ELALLE,2024,TVERTE, ,O,2021-09-09T17:42:03.000,TVJV,,DHP
S152,273,2553,2573,{31D4DE75-522E-45A9-A029-F6F89E0179E1},338,VOPA_067,FRPE,62,EMPRI,PUB,"blessures d'elagage récentes, cime était probablement dépérissant à cause de ADF ",INSPRE,2022,TVERTE,dépérissement ADF à suivre,O,2021-09-09T17:26:29.000,TVJV,,DHP
S152,274,2554,2574,{61CD2697-2AF7-410F-9BF8-F1B50734D32D},314,VOPA_067,MASP,14,EMPRI,PUB,blessure au pied,AUC,,, ,O,2021-09-09T14:55:21.000,TVJV,,DHP
